,City ID,City name,City longitude,City latitude,Max Temperature,Humidity,Cloud coverage,Wind Speed,City Country,City Datetime,Temperature
94,1861280,Itoman,127.67,26.12,,88,75,7.7,JP,1577671659.0,295.03
95,1264976,Leh,77.58,34.16,,14,27,1.08,IN,1577671589.0,257.13
96,1524298,Aksu,76.93,52.04,,100,75,3,KZ,1577671659.0,268.15
97,3440777,Rocha,-54.34,-34.48,,95,67,2.2,UY,1577671586.0,291.79
98,1507390,Dikson,80.55,73.51,,92,100,13.89,RU,1577671589.0,254.63
99,2127202,Anadyr,177.51,64.73,,74,40,6,RU,1577671659.0,241.32
100,2234794,Banyo,11.81,6.75,,40,0,1.05,CM,1577671660.0,289.71
101,140918,Behshahr,53.54,36.69,,93,0,1,IR,1577671660.0,278.15
102,3359736,Vredendal,18.49,-31.68,,90,0,1.15,ZA,1577671660.0,288.79
103,2110227,Butaritari,172.79,3.07,,76,100,5.3,KI,1577671585.0,301.87
104,2208248,Kaitangata,169.85,-46.28,,71,72,7.15,NZ,1577671661.0,287.59
105,6148373,Sioux Lookout,-91.92,50.1,,85,90,4.1,CA,1577671419.0,264.15
106,3389822,Salinopolis,-47.36,-0.61,,78,100,6.85,BR,1577671661.0,301.33
107,2215163,Masallatah,14,32.62,,79,45,3.64,LY,1577671661.0,281.18
108,2035601,Nenjiang,125.23,49.17,,84,0,1.51,CN,1577671661.0,247.91
109,6316343,Alta Floresta,-56.08,-9.87,,94,100,0.8,BR,1577671662.0,296.05
110,3664980,Boa Vista,-60.67,2.82,,62,75,4.6,BR,1577671577.0,302.15
111,3514843,Emilio Carranza,-96.61,19.97,,83,100,2,MX,1577671662.0,297.47
112,1014034,Carnarvon,22.13,-30.97,,73,0,3.85,ZA,1577671599.0,290.11
113,2969612,Vertou,-1.47,47.17,,59,32,1,FR,1577671663.0,273.64
114,5848280,Kapaa,-159.32,22.08,,69,20,4.1,US,1577671581.0,300.43
115,2163355,Hobart,147.33,-42.88,,29,33,1.34,AU,1577671594.0,308.7
116,2132606,Samarai,150.67,-10.62,,60,47,3.58,PG,1577671663.0,303.39
117,2186111,Ngunguru,174.5,-35.62,,62,0,4.02,NZ,1577671664.0,297.59
118,3671450,Inirida,-67.92,3.87,,97,100,0.81,CO,1577671664.0,296.5
119,2180815,Tuatapere,167.69,-46.13,,78,57,7.6,NZ,1577671664.0,287.59
120,3899539,Antofagasta,-70.4,-23.65,,77,20,3.6,CL,1577671665.0,292.15
121,3347019,Namibe,12.15,-15.19,,88,100,3.64,AO,1577671586.0,295.82
122,775758,Zatoka,20.52,50.04,,85,95,0.5,PL,1577671665.0,269.64
123,3372472,Vila Franca do Campo,-25.43,37.72,,76,20,2.1,PT,1577671665.0,284.15
124,2092164,Lorengau,147.27,-2.02,,68,15,2.33,PG,1577671665.0,302.22
125,3388147,Sao Raimundo das Mangabeiras,-45.48,-7.02,,73,100,1.68,BR,1577671666.0,297.56
126,2646787,Holbeach,0.02,52.8,,100,5,4.1,GB,1577671666.0,277.1
127,2128975,Nemuro,145.57,43.32,,68,88,4.6,JP,1577671666.0,270.15
128,2641598,Newport,-3,51.59,,93,0,2.1,GB,1577671666.0,278.23
129,1848976,Wajima,136.9,37.4,,93,75,2.1,JP,1577671666.0,280.15
130,5469841,Grants,-107.85,35.15,,72,1,2.6,US,1577671667.0,265.15
131,6167817,Torbay,-52.73,47.66,,92,90,11.3,CA,1577671618.0,272.34
132,3899695,Ancud,-73.83,-41.87,,76,20,2.1,CL,1577671584.0,286.15
133,3382160,Cayenne,-52.33,4.94,,94,78,1.5,GF,1577671667.0,298.15
134,1734759,Melaka,102.26,2.19,,74,20,3.6,MY,1577671667.0,299.93
135,2112802,Hasaki,140.83,35.73,,93,75,2.6,JP,1577671311.0,278.23
136,3653967,Muisne,-80.02,0.61,,86,100,4.07,EC,1577671668.0,297.83
137,3347353,Menongue,17.68,-14.66,,98,100,1.52,AO,1577671668.0,290.67
138,4845585,Westport,-73.36,41.14,,86,90,4.6,US,1577671612.0,276.33
139,934322,Mahebourg,57.7,-20.41,,100,75,11.8,MU,1577671600.0,297.86
140,1015776,Bredasdorp,20.04,-34.53,,77,67,3.1,ZA,1577671591.0,291.69
141,5983720,Iqaluit,-68.52,63.75,,77,40,1,CA,1577671612.0,255.25
142,1805733,Jinchang,102.19,38.52,,54,3,2.01,CN,1577671670.0,264.43
143,1502192,Krapivinskiy,86.81,55,,92,90,4,RU,1577671670.0,261.15
144,556268,Ostrovnoy,39.51,68.05,,94,100,6.08,RU,1577671625.0,274.01
145,3366880,Hermanus,19.24,-34.42,,90,48,9.79,ZA,1577671580.0,291.3
146,4501427,Port Elizabeth,-74.98,39.31,,87,90,4.1,US,1577671671.0,282.06
147,1258449,Ranipur,79.06,25.25,,40,0,1.21,IN,1577671671.0,282.16
148,2427336,Moussoro,16.49,13.64,,22,96,4.31,TD,1577671671.0,290.14
149,3885509,Laja,-72.71,-37.28,,72,0,6.2,CL,1577671671.0,289.15
150,5106834,Albany,-73.75,42.65,,86,90,2.1,US,1577671523.0,273.59
151,3037899,Ambon,-2.56,47.55,,100,14,2.1,FR,1577671672.0,273.67
152,1609776,Khon Kaen,102.84,16.43,,73,0,1,TH,1577671672.0,295.15
153,3139597,Sistranda,8.83,63.73,,87,75,11.8,NO,1577671672.0,281.72
154,3369157,Cape Town,18.42,-33.93,,77,0,7.7,ZA,1577671300.0,292.15
155,1856392,Muroto,134.14,33.37,,93,75,5.1,JP,1577671673.0,285.15
156,4732862,Nome,-94.42,30.04,,58,1,5.1,US,1577671673.0,286.7
157,2036338,Kaitong,123.15,44.81,,81,100,2.94,CN,1577671673.0,254.05
158,1253628,Lata,78.62,30.78,,29,0,3.05,IN,1577671583.0,264.76
159,135298,Esfarayen,57.51,37.08,,80,90,1,IR,1577671674.0,275.15
160,2234359,Bertoua,13.68,4.58,,42,0,1.43,CM,1577671674.0,289.96
161,5960603,Geraldton,-86.95,49.72,,85,90,8.2,CA,1577671675.0,264.15
162,1487332,Verkhnyaya Inta,60.32,65.99,,74,99,9.08,RU,1577671675.0,260.35
163,3115824,Muros,-9.06,42.77,,87,0,1,ES,1577671616.0,283.06
164,3897774,Buin,-70.74,-33.73,,41,0,5.1,CL,1577671587.0,297.15
165,2169535,Dalby,151.26,-27.18,,39,99,5.1,AU,1577671675.0,302.24
166,2948164,Bitterfeld,12.33,51.62,,69,97,4.6,DE,1577671676.0,274.71
167,779622,Havoysund,24.66,71,,75,75,6.7,NO,1577671676.0,273.15
168,2160063,Codrington,153.24,-28.95,,42,98,3.6,AU,1577671676.0,301.47
169,6320062,Vila Velha,-38.6,-3.71,,74,40,5.1,BR,1577671676.0,301.54
170,1082243,Ambilobe,49.05,-13.19,,92,100,1.93,MG,1577671577.0,297.42
171,1280957,Jiuquan,98.49,39.73,,53,24,1.7,CN,1577671677.0,264.34
172,1623197,Tual,132.75,-5.67,,70,100,3.85,ID,1577671584.0,302.24
173,7626370,Bud,6.91,62.91,,70,90,18.5,NO,1577671677.0,280.72
174,6180550,Whitehorse,-135.06,60.72,,68,75,7.7,CA,1577671677.0,272.27
175,645765,Muhos,26,64.81,,86,49,8.7,FI,1577671678.0,276.11
176,3419842,Sisimiut,-53.67,66.94,,81,8,3.64,GL,1577671678.0,258.56
177,770966,Hrubieszow,23.89,50.8,,82,100,3.05,PL,1577671678.0,269.37
178,2177413,Ayr,147.4,-19.58,,60,0,5.66,AU,1577671404.0,303.71
179,2120612,Tigil,158.67,57.8,,70,0,1.08,RU,1577671679.0,255.91
180,2126199,Cherskiy,161.3,68.75,,100,4,1.53,RU,1577671599.0,235.95
181,4927537,Valparaiso,-87.06,41.47,,100,90,1.5,US,1577671680.0,284.58
182,6138908,Saint-Philippe,-73.48,45.36,,68,90,6.2,CA,1577671588.0,270.66
183,659936,Forssa,23.63,60.82,,100,90,5.1,FI,1577671680.0,277.54
184,3698359,Chicama,-79.15,-7.84,,83,90,3.1,PE,1577671683.0,294.15
185,3036965,Le Port,1.37,42.87,,58,2,1.34,FR,1577671683.0,274.33
186,87205,Darnah,22.64,32.77,,66,57,11.47,LY,1577671684.0,286.4
187,1106643,Quatre Cocos,57.76,-20.21,,100,75,11.8,MU,1577671684.0,297.89
188,217637,Businga,20.89,3.34,,42,47,0.56,CD,1577671684.0,292.6
189,1006984,East London,27.91,-33.02,,83,9,3.87,ZA,1577671401.0,294.37
190,1272864,Dharchula,80.53,29.85,,23,0,2.89,IN,1577671684.0,275.71
191,236901,Ouadda,22.4,8.07,,29,0,1.64,CF,1577671685.0,288.35
192,4031637,Lavrentiya,-170.99,65.58,,86,4,6.4,RU,1577671602.0,250.09
193,2189343,Kaeo,173.78,-35.1,,64,0,4.47,NZ,1577671686.0,298.71
194,4267710,Sitka,-99.65,37.17,,74,26,4.92,US,1577671597.0,273.15
195,2013279,Vostok,135.83,46.45,,91,99,2.24,RU,1577671686.0,263.45
196,3026644,Souillac,-0.6,45.6,,78,20,1,FR,1577671588.0,273.7
197,3938415,Ilo,-71.34,-17.65,,83,98,0.49,PE,1577671686.0,294.11
198,5720495,Coos Bay,-124.22,43.37,,100,90,2.6,US,1577671524.0,281.89
199,2037611,Dongning,131.12,44.06,,88,100,1.94,CN,1577671687.0,262.45
200,2966778,Ballina,-9.15,54.11,,89,100,2.68,IE,1577671687.0,283.0
201,4508778,Circleville,-82.95,39.6,,93,90,1.5,US,1577671687.0,285.84
202,1250161,Batticaloa,81.69,7.71,,75,68,0.65,LK,1577671687.0,299.01
203,5859699,College,-147.8,64.86,,77,90,2.22,US,1577671688.0,254.9
204,2090021,Namatanai,152.44,-3.66,,69,5,3.61,PG,1577671688.0,303.1
205,3447575,Palma,-53.58,-29.73,,74,75,7.7,BR,1577671688.0,300.15
206,2071860,Esperance,121.89,-33.86,,42,90,5.7,AU,1577671585.0,293.15
207,1862505,Hirara,125.28,24.8,,100,75,6.2,JP,1577671689.0,292.67
208,4385966,Excelsior Springs,-94.23,39.34,,74,90,6.7,US,1577671689.0,273.96
209,4791259,Virginia Beach,-75.98,36.85,,93,75,4.6,US,1577671133.0,290.25
210,3572375,Freeport,-78.7,26.54,,74,96,8,BS,1577671689.0,297.85
211,100926,Umm Lajj,37.27,25.02,,62,0,1.57,SA,1577671689.0,284.73
212,689307,Tselinnoye,34.18,45.9,,88,100,8.21,UA,1577671690.0,276.26
213,5640350,Billings,-108.5,45.79,,45,1,4.1,US,1577671375.0,268.25
214,3833883,Trelew,-65.31,-43.25,,40,74,5.4,AR,1577671690.0,293.8
215,2093967,Kimbe,150.15,-5.56,,60,89,2.15,PG,1577671690.0,304.52
216,4156404,Gainesville,-82.33,29.65,,100,75,2.6,US,1577671690.0,294.04
217,2022572,Khatanga,102.47,71.98,,97,42,2.89,RU,1577671614.0,237.28
218,4021858,Guerrero Negro,-114.04,27.97,,52,0,2.52,MX,1577671691.0,287.71
219,2035707,Mujiayingzi,118.78,42.12,,39,5,10.06,CN,1577671691.0,257.12
220,108410,Riyadh,46.72,24.63,,41,0,2.1,SA,1577671691.0,287.15
221,1215502,Banda Aceh,95.32,5.56,,70,1,2.77,ID,1577671691.0,301.39
222,780687,Berlevag,29.09,70.86,,71,100,7.18,NO,1577671692.0,273.95
223,2418092,Lola,-8.53,7.8,,35,0,0.68,GN,1577671692.0,292.6
224,2656067,Broome,1.45,52.47,,86,52,4.6,GB,1577671580.0,277.65
225,1688687,San Quintin,120.52,17.54,,55,0,1.87,PH,1577671603.0,301.38
226,3442778,Delta del Tigre,-56.41,-34.76,,73,100,5.1,UY,1577671693.0,297.44
227,2138592,Pouembout,164.9,-21.12,,50,71,2.07,NC,1577671693.0,301.6
228,565857,Dobrinka,40.48,52.17,,79,0,1.59,RU,1577671693.0,266.86
229,2082539,Merauke,140.4,-8.49,,61,82,4.01,ID,1577671693.0,304.89
230,2640377,Penzance,-5.53,50.12,,100,0,7.2,GB,1577671694.0,282.58
231,5606187,Saint Anthony,-111.68,43.97,,85,90,1.5,US,1577671694.0,265.06
232,3985710,Cabo San Lucas,-109.91,22.89,,68,5,1.5,MX,1577671589.0,289.84
233,3421193,Paamiut,-49.67,61.99,,72,0,2.47,GL,1577671694.0,267.79
234,3856548,La Asuncion,-65.39,-26.05,,91,100,1.2,AR,1577671695.0,291.29
235,5338166,Coachella,-116.18,33.68,,57,20,1.5,US,1577671695.0,278.98
236,3439781,Treinta y Tres,-54.39,-33.23,,89,100,2.62,UY,1577671695.0,294.08
237,3934608,Tucuman,-70.89,-17.17,,81,66,0.89,PE,1577671696.0,285.76
238,5509851,Pahrump,-115.98,36.21,,51,90,3.1,US,1577671696.0,277.99
239,2015179,Tommot,126.27,58.97,,95,100,0.39,RU,1577671696.0,239.79
240,6170031,Tuktoyaktuk,-133.03,69.44,,74,40,6.2,CA,1577671620.0,243.15
241,5961564,Glace Bay,-59.96,46.2,,73,90,6.2,CA,1577671678.0,269.19
242,3836669,San Rafael,-68.33,-34.61,,44,100,6.9,AR,1577671697.0,300.26
243,471329,Khlevnoye,39.32,54.57,,86,95,3.95,RU,1577671697.0,268.71
244,509176,Pizhma,47.12,57.86,,93,52,3.41,RU,1577671697.0,259.77
245,1214488,Meulaboh,96.13,4.14,,77,0,2.46,ID,1577671626.0,300.37
246,2339937,Auki,6.51,12.18,,20,0,4.42,NG,1577671698.0,288.6
247,2270385,Camacha,-16.33,33.08,,93,20,2.1,PT,1577671612.0,290.72
248,211098,Lubao,25.75,-5.39,,97,100,1.67,CD,1577671698.0,293.37
249,3377408,Linden,-58.31,6.01,,94,100,2.1,GY,1577671698.0,297.15
250,1792592,Tongren,109.18,27.72,,80,40,3.27,CN,1577671699.0,284.16
251,3694586,Morrope,-80.02,-6.54,,29,75,7.2,PE,1577671699.0,292.15
252,2036401,Jiutai,125.84,44.15,,70,40,2,CN,1577671699.0,252.15
253,3870011,Temuco,-72.59,-38.74,,76,0,1.07,CL,1577671699.0,285.37
254,6096551,Pangnirtung,-65.72,66.15,,93,100,1.12,CA,1577671699.0,254.61
255,3187694,Sibenik,17.18,45.81,,79,0,1.85,HR,1577671700.0,270.64
256,3466165,Cidreira,-50.22,-30.17,,89,0,10.39,BR,1577671700.0,297.09
257,2093846,Kiunga,141.3,-6.12,,61,2,1.5,PG,1577671700.0,305.06
258,2019135,Nizhniy Kuranakh,125.49,58.84,,95,100,0.4,RU,1577671700.0,239.75
259,1637001,Biak,122.88,-0.91,,72,87,1.74,ID,1577671701.0,301.44
260,5423092,Glenwood Springs,-107.33,39.55,,72,90,2.6,US,1577671701.0,261.1
261,1259385,Port Blair,92.75,11.67,,76,16,6.2,IN,1577671701.0,300.65
262,2063036,Port Lincoln,135.86,-34.72,,52,27,10.21,AU,1577671701.0,298.48
263,4982044,Waldoboro,-69.38,44.1,,63,90,4.1,US,1577671701.0,272.62
264,3172402,Nago,10.89,45.88,,100,8,0.5,IT,1577671702.0,272.51
265,2059470,Victor Harbor,138.62,-35.55,,14,36,10.3,AU,1577671702.0,311.81
266,1524325,Ekibastuz,75.32,51.72,,94,100,3.79,KZ,1577671703.0,264.47
267,2033196,Zhangjiakou,114.88,40.77,,75,22,9.49,CN,1577671703.0,251.35
268,4372777,Vardo,-77.74,39.62,,100,90,2.1,US,1577671703.0,281.32
269,3530948,Chichimila,-88.22,20.62,,99,21,1.2,MX,1577671446.0,295.39
270,2267254,Lagoa,-8.45,37.14,,81,0,4.1,PT,1577671703.0,284.06
271,546282,Kologriv,44.31,58.83,,91,100,4.86,RU,1577671704.0,264.11
272,1835848,Seoul,126.98,37.57,,69,90,0.5,KR,1577671033.0,278.38
273,546105,Nikolskoye,30.79,59.7,,94,90,4,RU,1577671594.0,273.47
274,2121385,Severo-Kurilsk,156.12,50.68,,92,100,5.25,RU,1577671598.0,269.81
275,2038067,Chifeng,118.96,42.27,,44,33,9.82,CN,1577671705.0,256.49
276,3176217,Bastia,8.98,44.6,,70,7,7.7,IT,1577671705.0,276.19
277,1281256,Gamba,88.52,28.28,,11,45,0.77,CN,1577671706.0,264.84
278,1861285,Itoigawa,137.87,37.02,,100,100,2.24,JP,1577671706.0,277.57
279,3421719,Narsaq,-46.05,60.91,,85,97,1.5,GL,1577671588.0,269.15
280,1052944,Angoche,39.91,-16.23,,94,49,2.47,MZ,1577671707.0,297.05
281,2335204,Kano,8.53,11.99,,54,0,1,NG,1577671707.0,285.15
282,218229,Bongandanga,21.07,1.51,,51,97,0.26,CD,1577671707.0,294.55
283,2167426,Emerald,148.16,-23.53,,38,40,4.6,AU,1577671707.0,304.48
284,540078,Kubachi,47.6,42.09,,50,50,1.05,RU,1577671708.0,269.62
285,2122262,Palana,159.95,59.08,,63,0,0.85,RU,1577671708.0,255.23
286,4465088,Elizabeth City,-76.22,36.3,,88,90,2.6,US,1577671708.0,290.38
287,2191562,Dunedin,170.5,-45.87,,62,95,4.92,NZ,1577671310.0,289.26
288,1865309,Katsuura,134.5,33.93,,93,75,4.6,JP,1577671601.0,284.77
289,544084,Koslan,48.9,63.46,,87,100,5.87,RU,1577671709.0,263.81
290,3386213,Touros,-35.46,-5.2,,69,75,6.7,BR,1577671709.0,300.15
291,2027296,Aykhal,111.51,65.95,,74,90,2,RU,1577671709.0,242.15
292,2172797,Cairns,145.77,-16.92,,70,75,4.6,AU,1577671709.0,302.56
293,3395981,Maceio,-35.74,-9.67,,83,100,1.5,BR,1577671595.0,298.15
294,6089245,Norman Wells,-126.83,65.28,,62,75,11.3,CA,1577671580.0,247.15
295,3397763,Jacareacanga,-57.76,-6.22,,95,100,0.5,BR,1577671710.0,296.9
296,1639304,Kualakapuas,114.39,-3.01,,58,1,0.43,ID,1577671626.0,307.05
297,2194098,Ahipara,173.16,-35.17,,70,7,0.89,NZ,1577671593.0,300.37
298,1026014,Tete,33.59,-16.16,,100,40,2.1,MZ,1577671711.0,297.15
299,1485724,Talaya,84.89,55.79,,77,90,4,RU,1577671711.0,256.15
300,315372,Erzincan,39.49,39.75,,80,90,2.1,TR,1577671711.0,277.15
301,4019098,Ahome,-109.18,25.92,,48,20,3.6,MX,1577671519.0,288.32
302,1497337,Kayerkan,87.76,69.35,,83,40,10,RU,1577671712.0,249.15
303,1529484,Hami,93.51,42.84,,27,0,1.44,CN,1577671712.0,268.12
304,6138501,Saint-Augustin,-73.98,45.63,,68,90,4.6,CA,1577671594.0,270.61
305,1525121,Borovskoy,64.15,53.8,,98,100,2.86,KZ,1577671713.0,251.17
306,5973108,Hearst,-83.67,49.69,,91,100,5.28,CA,1577671268.0,266.57
307,2177541,Atherton,145.48,-17.27,,70,75,4.6,AU,1577671713.0,302.64
308,3421982,Maniitsoq,-52.9,65.42,,68,61,2.7,GL,1577671620.0,266.12
309,5367788,Lompoc,-120.46,34.64,,76,40,3.1,US,1577671576.0,284.37
310,3520994,Puerto Escondido,-97.07,15.86,,74,75,2.6,MX,1577671714.0,300.15
311,2022773,Khandyga,135.58,62.65,,97,71,0.85,RU,1577671714.0,233.54
312,296852,Erzin,36.2,36.95,,93,75,5.7,TR,1577671715.0,282.96
313,3530097,Champerico,-93.6,16.38,,57,40,0.34,MX,1577671715.0,297.15
314,5880568,Bethel,-161.76,60.79,,68,1,7.7,US,1577671594.0,246.5
315,2121025,Srednekolymsk,153.71,67.46,,93,0,0.92,RU,1577671715.0,236.43
316,2737599,Saldanha,-6.55,41.42,,52,3,0.78,PT,1577671715.0,277.97
317,2015306,Tiksi,128.87,71.64,,82,100,5.64,RU,1577671587.0,244.3
318,72181,Marzuq,46.47,14.4,,66,64,0.71,YE,1577671716.0,285.29
319,3385908,Janauba,-45.47,-1.63,,83,100,2.12,BR,1577671716.0,299.28
320,934649,Cap Malheureux,57.61,-19.98,,100,75,11.8,MU,1577671717.0,297.93
321,544397,Kortkeros,51.56,61.81,,91,100,2,RU,1577671717.0,257.15
322,5563839,Fortuna,-124.16,40.6,,93,90,2.1,US,1577671608.0,281.79
323,3353383,Rundu,19.77,-17.91,,74,72,1.68,NA,1577671717.0,294.68
324,3035768,Avallon,3.91,47.49,,97,31,1.9,FR,1577671717.0,272.04
325,3868210,Vilcun,-72.23,-38.65,,76,0,0.56,CL,1577671718.0,285.37
326,4257880,Leopold,-86.58,38.1,,100,90,3.1,US,1577671718.0,285.75
327,6050066,La Ronge,-105.3,55.1,,92,75,2.1,CA,1577671617.0,266.15
328,2122493,Omsukchan,155.8,62.53,,36,0,0.4,RU,1577671718.0,243.1
329,1852357,Shimoda,138.93,34.7,,87,75,5.1,JP,1577671718.0,281.57
330,3470912,Bandeirantes,-50.37,-23.11,,75,44,2.54,BR,1577671719.0,296.72
331,2513562,Bajil,-2.07,38.23,,93,0,0.22,ES,1577671719.0,273.96
332,1337607,Kudahuvadhoo,72.89,2.67,,75,97,7.55,MV,1577671719.0,301.5
333,2638419,Scarborough,-0.41,54.28,,93,0,2.1,GB,1577671719.0,280.07
334,225835,Yumbe,31.25,3.47,,43,54,0.88,UG,1577671719.0,293.69
335,1106677,Bambous Virieux,57.76,-20.34,,100,75,11.8,MU,1577671618.0,297.87
336,2038665,Alihe,123.73,50.57,,76,0,2.25,CN,1577671720.0,248.52
337,1789789,Bianzhuang,112.12,39.44,,62,0,2.53,CN,1577671720.0,252.72
338,64814,Bandarbeyla,50.81,9.49,,83,21,5.78,SO,1577671721.0,299.09
339,2068110,Kununurra,128.74,-15.77,,50,94,3.1,AU,1577671721.0,308.15
340,5905393,Bonavista,-53.11,48.65,,89,99,6.71,CA,1577671721.0,272.59
341,6078372,Moose Factory,-80.61,51.26,,79,90,4.6,CA,1577671721.0,266.15
342,2120591,Tilichiki,166.1,60.47,,66,0,3.6,RU,1577671721.0,249.48
343,5369568,Madera,-120.06,36.96,,66,40,1.5,US,1577671722.0,281.25
344,2396518,Port-Gentil,8.78,-0.72,,78,100,4.34,GA,1577671617.0,301.03
345,1850144,Nishihara,139.53,35.74,,61,1,1.5,JP,1577671578.0,280.36
346,1252578,Gasa,89.73,27.91,,23,36,0.33,BT,1577671722.0,265.17
347,1506268,Gornopravdinsk,69.92,60.06,,93,0,2.15,RU,1577671722.0,251.82
348,2520058,Cartagena,-1,37.63,,100,75,2.1,ES,1577671723.0,282.24
349,1863310,Hamada,132.08,34.9,,87,75,4.6,JP,1577671723.0,285.64
350,1510689,Baykit,96.39,61.68,,98,84,1.07,RU,1577671723.0,242.7
351,4565090,Guanica,-66.91,17.97,,84,40,1.5,PR,1577671724.0,296.45
352,146639,Lasa,32.53,34.92,,63,75,8.7,CY,1577671724.0,289.09
353,3995236,Mulege,-111.98,26.88,,49,0,5.45,MX,1577671724.0,287.33
